original,gt_full,gt_seg,gt_punc,pred_full,pred_seg,pred_punc,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
吳子使舒鳩氏誘楚人曰“以師臨我我伐桐為我使之無忌”,吳子 使 舒鳩氏 誘 楚人 ， 曰 ： “ 以 師 臨 我 ， 我 伐 桐 ， 為 我 使 之 無 忌 。 ”,吳子 使 舒鳩氏 誘 楚人  曰  “ 以 師 臨 我  我 伐 桐  為 我 使 之 無 忌  ”,吳子使舒鳩氏誘楚人，曰：“以師臨我，我伐桐，為我使之無忌。”,吳子 使 舒鳩氏 誘 楚人 曰 ： “ 以 師 臨 我 ， 我 伐 桐 ， 為 我  使之 無 忌 。 ”,吳子 使 舒鳩氏 誘 楚人 曰  “ 以 師 臨 我  我 伐 桐  為 我  使之 無 忌  ”,吳子使舒鳩氏誘楚人曰：“以師臨我，我伐桐，為我使之無忌。”,0.9268292682926829,0.888888888888889,0.9268292682926829,1.0,0.8238482384823849
秋楚囊瓦伐吳師于豫章,秋 ， 楚 囊瓦 伐 吳 ， 師 于 豫章 。,秋  楚 囊瓦 伐 吳  師 于 豫章 ,秋，楚囊瓦伐吳，師于豫章。,秋 ， 楚囊瓦 伐 吳師 于 豫章,秋  楚囊瓦 伐 吳師 于 豫章,秋，楚囊瓦伐吳師于豫章,0.5714285714285715,0.5,0.5714285714285715,1.0,0.28571428571428575
吳人見舟于豫章而潛師于巢,吳人 見 舟 于 豫章 ， 而 潛師 于 巢 。,吳人 見 舟 于 豫章  而 潛師 于 巢 ,吳人見舟于豫章，而潛師于巢。,吳人 見 舟 于 豫章 ， 而 潛 師 于 巢,吳人 見 舟 于 豫章  而 潛 師 于 巢,吳人見舟于豫章，而潛師于巢,0.8421052631578948,0.6666666666666666,0.8421052631578948,1.0,0.5614035087719298
冬十月吳軍楚師于豫章敗之,冬 ， 十月 ， 吳 軍 楚師 于 豫章 ， 敗 之 。,冬  十月  吳 軍 楚師 于 豫章  敗 之 ,冬，十月，吳軍楚師于豫章，敗之。,冬 十月 ， 吳 軍 楚師 于 豫章 ， 敗 之,冬 十月  吳 軍 楚師 于 豫章  敗 之,冬十月，吳軍楚師于豫章，敗之,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
遂圍巢克之獲楚公子繁,遂 圍 巢 ， 克 之 ， 獲 楚公子繁 。,遂 圍 巢  克 之  獲 楚公子繁 ,遂圍巢，克之，獲楚公子繁。,遂 圍 巢 ， 克 之 ， 獲 楚 公子繁,遂 圍 巢  克 之  獲 楚 公子繁,遂圍巢，克之，獲楚公子繁,0.7999999999999999,0.8,0.7999999999999999,1.0,0.64
邾莊公與夷射姑飲酒私出,邾莊公 與 夷射姑 飲酒 ， 私 出 。,邾莊公 與 夷射姑 飲酒  私 出 ,邾莊公與夷射姑飲酒，私出。,邾莊公 與 夷射姑 飲酒 ， 私 出,邾莊公 與 夷射姑 飲酒  私 出,邾莊公與夷射姑飲酒，私出,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
閽乞肉焉奪之杖以敲之,閽 乞 肉 焉 ， 奪 之 杖 以 敲 之 。,閽 乞 肉 焉  奪 之 杖 以 敲 之 ,閽乞肉焉，奪之杖以敲之。,閽 乞 肉 焉 ， 奪 之 ， 杖 以 敲 之,閽 乞 肉 焉  奪 之  杖 以 敲 之,閽乞肉焉，奪之，杖以敲之,1.0,0.5,1.0,1.0,0.5
三年春二月辛卯邾子在門臺臨廷,三年 ， 春 ， 二月辛卯 ， 邾子 在 門臺 ， 臨 廷 。,三年  春  二月辛卯  邾子 在 門臺  臨 廷 ,三年，春，二月辛卯，邾子在門臺，臨廷。,三年 春 二月 辛卯 ， 邾子 在 門臺 臨 廷,三年 春 二月 辛卯  邾子 在 門臺 臨 廷,三年春二月辛卯，邾子在門臺臨廷,0.823529411764706,0.33333333333333337,0.823529411764706,1.0,0.2745098039215687
閽以缾水沃廷邾子望見之怒,閽 以 缾 水 沃 廷 ， 邾子 望見 之 ， 怒 。,閽 以 缾 水 沃 廷  邾子 望見 之  怒 ,閽以缾水沃廷，邾子望見之，怒。,閽 以缾  水 沃 廷 ， 邾子 望 見 之 ， 怒,閽 以缾  水 沃 廷  邾子 望 見 之  怒,閽以缾水沃廷，邾子望見之，怒,0.7,0.8,0.7,1.0,0.5599999999999999
閽曰“夷射姑旋焉”,閽 曰 ： “ 夷射姑 旋 焉 。 ”,閽 曰  “ 夷射姑 旋 焉  ”,閽曰：“夷射姑旋焉。”,閽 曰 ： “ 夷射姑 旋 焉 。 ”,閽 曰  “ 夷射姑 旋 焉  ”,閽曰：“夷射姑旋焉。”,1.0,1.0,1.0,1.0,1.0
命執之,命 執 之 。,命 執 之 ,命執之。,命 執 之,命 執 之,命執之,1.0,0.0,1.0,1.0,0.0
弗得滋怒自投于床廢于爐炭爛遂卒,弗 得 ， 滋 怒 ， 自 投 于 床 ， 廢 于 爐炭 ， 爛 ， 遂 卒 。,弗 得  滋 怒  自 投 于 床  廢 于 爐炭  爛  遂 卒 ,弗得，滋怒，自投于床，廢于爐炭，爛，遂卒。,弗 得 ， 滋 怒 ， 自 投 于 床 ， 廢 于 爐炭爛 ，  遂 卒,弗 得  滋 怒  自 投 于 床  廢 于 爐炭爛   遂 卒,弗得，滋怒，自投于床，廢于爐炭爛，遂卒,0.888888888888889,0.8,0.888888888888889,1.0,0.7111111111111112
先葬以車五乘殉五人,先 葬 以 車 五 乘 ， 殉 五 人 。,先 葬 以 車 五 乘  殉 五 人 ,先葬以車五乘，殉五人。,先 葬 以 車 五 乘 殉 五 人,先 葬 以 車 五 乘 殉 五 人,先葬以車五乘殉五人,1.0,0.0,1.0,1.0,0.0
莊公卞急而好潔故及是,莊公 卞急 而 好潔 ， 故 及 是 。,莊公 卞急 而 好潔  故 及 是 ,莊公卞急而好潔，故及是。,莊公 卞急 而 好 潔 ， 故 及 是,莊公 卞急 而 好 潔  故 及 是,莊公卞急而好潔，故及是,0.7999999999999999,0.6666666666666666,0.7999999999999999,1.0,0.5333333333333332
定公秋九月鮮虞人敗晉師于平中獲晉觀虎恃其勇也,定公 秋 ， 九月 ， 鮮虞人 敗 晉師 于 平中 ， 獲 晉 觀虎 ， 恃 其 勇 也 。,定公 秋  九月  鮮虞人 敗 晉師 于 平中  獲 晉 觀虎  恃 其 勇 也 ,定公秋，九月，鮮虞人敗晉師于平中，獲晉觀虎，恃其勇也。,定公 秋 九月 ， 鮮虞人 敗 晉師 于 平中 ， 獲 晉 觀虎 ， 恃 其 勇 也,定公 秋 九月  鮮虞人 敗 晉師 于 平中  獲 晉 觀虎  恃 其 勇 也,定公秋九月，鮮虞人敗晉師于平中，獲晉觀虎，恃其勇也,1.0,0.7499999999999999,1.0,1.0,0.7499999999999999
冬盟于郯修邾好也,冬 ， 盟 于 郯 ， 修 邾 好 也 。,冬  盟 于 郯  修 邾 好 也 ,冬，盟于郯，修邾好也。,冬 盟 于 郯 ， 修 邾 好 也,冬 盟 于 郯  修 邾 好 也,冬盟于郯，修邾好也,1.0,0.5,1.0,1.0,0.5
蔡昭侯為兩佩與兩裘以如楚獻一佩一裘於昭王,蔡昭侯 為 兩 佩 與 兩 裘 以 如 楚 ， 獻 一 佩 一 裘 於 昭王 。,蔡昭侯 為 兩 佩 與 兩 裘 以 如 楚  獻 一 佩 一 裘 於 昭王 ,蔡昭侯為兩佩與兩裘以如楚，獻一佩一裘於昭王。,蔡 昭侯 為 兩 佩 與 兩 裘 ， 以 如 楚 ， 獻 一 佩 一 裘 於 昭王,蔡 昭侯 為 兩 佩 與 兩 裘  以 如 楚  獻 一 佩 一 裘 於 昭王,蔡昭侯為兩佩與兩裘，以如楚，獻一佩一裘於昭王,0.9142857142857143,0.5,0.9142857142857143,1.0,0.45714285714285713
昭王服之以享蔡侯,昭王 服 之 ， 以 享 蔡侯 。,昭王 服 之  以 享 蔡侯 ,昭王服之，以享蔡侯。,昭王 服 之 以 享 蔡侯,昭王 服 之 以 享 蔡侯,昭王服之以享蔡侯,1.0,0.0,1.0,1.0,0.0
蔡侯亦服其一,蔡侯 亦 服 其 一 。,蔡侯 亦 服 其 一 ,蔡侯亦服其一。,蔡侯 亦 服 其 一,蔡侯 亦 服 其 一,蔡侯亦服其一,1.0,0.0,1.0,1.0,0.0
子常欲之弗與三年止之,子常 欲 之 ， 弗 與 ， 三 年 止 之 。,子常 欲 之  弗 與  三 年 止 之 ,子常欲之，弗與，三年止之。,子常 欲 之 ， 弗 與 ， 三 年 止 之,子常 欲 之  弗 與  三 年 止 之,子常欲之，弗與，三年止之,1.0,0.8,1.0,1.0,0.8
唐成公如楚有兩肅爽馬子常欲之弗與亦三年止之,唐成公 如 楚 ， 有 兩 肅爽 馬 ， 子常 欲 之 ， 弗 與 ， 亦 三 年 止 之 。,唐成公 如 楚  有 兩 肅爽 馬  子常 欲 之  弗 與  亦 三 年 止 之 ,唐成公如楚，有兩肅爽馬，子常欲之，弗與，亦三年止之。,唐 成公 如 楚 ， 有 兩肅 爽 馬 ， 子常 欲 之 ， 弗 與 ， 亦 三 年 止 之,唐 成公 如 楚  有 兩肅 爽 馬  子常 欲 之  弗 與  亦 三 年 止 之,唐成公如楚，有兩肅爽馬，子常欲之，弗與，亦三年止之,0.7999999999999999,0.888888888888889,0.7999999999999999,1.0,0.7111111111111111
唐人或相與謀請代先從者許之,唐人 或 相與 謀 ， 請 代 先 從者 ， 許 之 。,唐人 或 相與 謀  請 代 先 從者  許 之 ,唐人或相與謀，請代先從者，許之。,唐人 或 相 與 謀 ， 請 代 先 從 者 ， 許 之,唐人 或 相 與 謀  請 代 先 從 者  許 之,唐人或相與謀，請代先從者，許之,0.7272727272727272,0.8,0.7272727272727272,1.0,0.5818181818181818
飲先從者酒醉之竊馬而獻之子常,飲 先 從者 酒 ， 醉 之 ， 竊 馬 而 獻 之 子常 。,飲 先 從者 酒  醉 之  竊 馬 而 獻 之 子常 ,飲先從者酒，醉之，竊馬而獻之子常。,飲 先 從 者 酒 ， 醉 之 ， 竊 馬 而 獻 之 子常,飲 先 從 者 酒  醉 之  竊 馬 而 獻 之 子常,飲先從者酒，醉之，竊馬而獻之子常,0.8799999999999999,0.8,0.8799999999999999,1.0,0.704
子常歸唐侯,子常 歸 唐侯 。,子常 歸 唐侯 ,子常歸唐侯。,子常 歸 唐侯,子常 歸 唐侯,子常歸唐侯,1.0,0.0,1.0,1.0,0.0
自拘於司敗曰“君以弄馬之故隱君身棄國家群臣請相夫人以償馬必如之”,自拘 於 司敗 ， 曰 ： “ 君 以 弄馬 之 故 ， 隱 君 身 ， 棄 國家 。 群 臣 請 相 夫 人 以 償 馬 ， 必 如 之 。 ”,自拘 於 司敗  曰  “ 君 以 弄馬 之 故  隱 君 身  棄 國家  群 臣 請 相 夫 人 以 償 馬  必 如 之  ”,自拘於司敗，曰：“君以弄馬之故，隱君身，棄國家。群臣請相夫人以償馬，必如之。”,自 拘 於 司敗 ， 曰 ： “ 君 以 弄 馬 之 故 ， 隱 君 身棄 ，  國家 群臣 ， 請 相 夫人 以 償馬  ， 必 如 之 。 ”,自 拘 於 司敗  曰  “ 君 以 弄 馬 之 故  隱 君 身棄   國家 群臣  請 相 夫人 以 償馬   必 如 之  ”,自拘於司敗，曰：“君以弄馬之故，隱君身棄，國家群臣，請相夫人以償馬，必如之。”,0.6666666666666666,0.7142857142857143,0.6666666666666666,1.0,0.47619047619047616
唐侯曰“寡人之過也二三子無辱”,唐侯 曰 ： “ 寡人 之 過 也 。 二三子 無 辱 ！ ”,唐侯 曰  “ 寡人 之 過 也  二三子 無 辱  ”,唐侯曰：“寡人之過也。二三子無辱！”,唐侯 曰 ： “ 寡人 之 過 也 ， 二三子 無辱 。 ”,唐侯 曰  “ 寡人 之 過 也  二三子 無辱  ”,唐侯曰：“寡人之過也，二三子無辱。”,0.8571428571428572,0.3333333333333333,0.8571428571428572,1.0,0.2857142857142857
皆賞之,皆 賞 之 。,皆 賞 之 ,皆賞之。,皆 賞 之,皆 賞 之,皆賞之,1.0,0.0,1.0,1.0,0.0
蔡人聞之固請而獻佩于子常,蔡人 聞 之 ， 固 請 ， 而 獻 佩 于 子常 。,蔡人 聞 之  固 請  而 獻 佩 于 子常 ,蔡人聞之，固請，而獻佩于子常。,蔡人 聞 之 ， 固 請 而 獻 佩 于 子常,蔡人 聞 之  固 請 而 獻 佩 于 子常,蔡人聞之，固請而獻佩于子常,1.0,0.5,1.0,1.0,0.5
子常朝見蔡侯之徒命有司曰“蔡君之久也官不共也明日禮不畢將死”,子常 朝 ， 見 蔡侯 之 徒 ， 命 有司 曰 ： “ 蔡君 之 久 也 ， 官 不 共 也 。 明日 禮 不 畢 ， 將 死 。 ”,子常 朝  見 蔡侯 之 徒  命 有司 曰  “ 蔡君 之 久 也  官 不 共 也  明日 禮 不 畢  將 死  ”,子常朝，見蔡侯之徒，命有司曰：“蔡君之久也，官不共也。明日禮不畢，將死。”,子常 朝 見 蔡侯 之 徒 ， 命 有司 曰 ： “ 蔡君 之 久 也 ， 官 不 共 也 。 明日 禮 不 畢 ， 將 死 。 ”,子常 朝 見 蔡侯 之 徒  命 有司 曰  “ 蔡君 之 久 也  官 不 共 也  明日 禮 不 畢  將 死  ”,子常朝見蔡侯之徒，命有司曰：“蔡君之久也，官不共也。明日禮不畢，將死。”,1.0,0.923076923076923,1.0,1.0,0.923076923076923
蔡侯歸及漢執玉而沈曰“餘所有濟漢而南者有若大川”,蔡侯 歸 ， 及 漢 ， 執 玉 而 沈 ， 曰 ： “ 餘 所 有 濟 漢 而 南 者 ， 有若 大川 ！ ”,蔡侯 歸  及 漢  執 玉 而 沈  曰  “ 餘 所 有 濟 漢 而 南 者  有若 大川  ”,蔡侯歸，及漢，執玉而沈，曰：“餘所有濟漢而南者，有若大川！”,蔡侯 歸 及 漢 ， 執 玉 而 沈 曰 ： “ 餘 所 有濟漢   而 南 者 ， 有 若 大川 。 ”,蔡侯 歸 及 漢  執 玉 而 沈 曰  “ 餘 所 有濟漢   而 南 者  有 若 大川  ”,蔡侯歸及漢，執玉而沈曰：“餘所有濟漢而南者，有若大川。”,0.8292682926829269,0.6,0.8292682926829269,1.0,0.4975609756097561
蔡侯如晉以其子元與其大夫之子為質焉而請伐楚,蔡侯 如 晉 ， 以 其 子 元 與 其 大夫 之 子 為 質 焉 ， 而 請 伐 楚 。,蔡侯 如 晉  以 其 子 元 與 其 大夫 之 子 為 質 焉  而 請 伐 楚 ,蔡侯如晉，以其子元與其大夫之子為質焉，而請伐楚。,蔡侯 如 晉 ， 以 其 子元 與 其 大夫 之 子 為 質 焉 ， 而 請 伐 楚,蔡侯 如 晉  以 其 子元 與 其 大夫 之 子 為 質 焉  而 請 伐 楚,蔡侯如晉，以其子元與其大夫之子為質焉，而請伐楚,0.918918918918919,0.8,0.918918918918919,1.0,0.7351351351351352
四年春三月劉文公合諸侯于召陵謀伐楚也,四年 ， 春 ， 三月 ， 劉文公 合 諸侯 于 召陵 ， 謀 伐 楚 也 。,四年  春  三月  劉文公 合 諸侯 于 召陵  謀 伐 楚 也 ,四年，春，三月，劉文公合諸侯于召陵，謀伐楚也。,四年 春 三月 ， 劉文公 合 諸侯 于 召陵 ， 謀 伐 楚 也,四年 春 三月  劉文公 合 諸侯 于 召陵  謀 伐 楚 也,四年春三月，劉文公合諸侯于召陵，謀伐楚也,1.0,0.5714285714285715,1.0,1.0,0.5714285714285715
晉荀寅求貨於蔡侯弗得言於范獻子曰“國家方危諸侯方貳將以襲敵不亦難乎水潦方降疾瘧方起中山不服棄盟取怨無損於楚而失中山不如辭蔡侯吾自方城以來楚未可以得志只取勤焉”,晉荀寅 求 貨 於 蔡侯 ， 弗 得 ， 言 於 范獻子 曰 ： “ 國家 方 危 ， 諸侯 方 貳 ， 將 以 襲 敵 ， 不 亦 難 乎 ！ 水潦 方 降 ， 疾瘧 方 起 ， 中山 不 服 ， 棄 盟 取 怨 ， 無 損 於 楚 ， 而 失 中山 ， 不如 辭 蔡侯 。 吾 自 方城 以來 ， 楚 未 可以 得志 ， 只 取 勤 焉 。 ”,晉荀寅 求 貨 於 蔡侯  弗 得  言 於 范獻子 曰  “ 國家 方 危  諸侯 方 貳  將 以 襲 敵  不 亦 難 乎  水潦 方 降  疾瘧 方 起  中山 不 服  棄 盟 取 怨  無 損 於 楚  而 失 中山  不如 辭 蔡侯  吾 自 方城 以來  楚 未 可以 得志  只 取 勤 焉  ”,晉荀寅求貨於蔡侯，弗得，言於范獻子曰：“國家方危，諸侯方貳，將以襲敵，不亦難乎！水潦方降，疾瘧方起，中山不服，棄盟取怨，無損於楚，而失中山，不如辭蔡侯。吾自方城以來，楚未可以得志，只取勤焉。”,晉 荀寅 求 貨 於 蔡侯 ， 弗 得 ， 言 於 范獻子 曰 ： “ 國家 方 危 ， 諸侯 方 貳 ， 將 以 襲 敵 ， 不 亦 難 乎 ？ 水潦 方 降 ， 疾 瘧 方 起 ， 中山 不服 ， 棄 盟 取 怨 ， 無 損 於 楚 ， 而 失 中山 ， 不如 辭 蔡侯 ， 吾 自 方城  ，    以來楚未可以 得 志 ， 只 取 勤 焉 。 ”,晉 荀寅 求 貨 於 蔡侯  弗 得  言 於 范獻子 曰  “ 國家 方 危  諸侯 方 貳  將 以 襲 敵  不 亦 難 乎  水潦 方 降  疾 瘧 方 起  中山 不服  棄 盟 取 怨  無 損 於 楚  而 失 中山  不如 辭 蔡侯  吾 自 方城      以來楚未可以 得 志  只 取 勤 焉  ”,晉荀寅求貨於蔡侯，弗得，言於范獻子曰：“國家方危，諸侯方貳，將以襲敵，不亦難乎？水潦方降，疾瘧方起，中山不服，棄盟取怨，無損於楚，而失中山，不如辭蔡侯，吾自方城，以來楚未可以得志，只取勤焉。”,0.8617886178861789,0.8235294117647058,0.8617886178861789,1.0,0.7097082735533238
乃辭蔡侯,乃 辭 蔡侯 。,乃 辭 蔡侯 ,乃辭蔡侯。,乃 辭 蔡侯,乃 辭 蔡侯,乃辭蔡侯,1.0,0.0,1.0,1.0,0.0
晉人假羽旄於鄭鄭人與之,晉人 假 羽旄 於 鄭 ， 鄭人 與 之 。,晉人 假 羽旄 於 鄭  鄭人 與 之 ,晉人假羽旄於鄭，鄭人與之。,晉人 假 羽旄 於 鄭 ， 鄭人 與 之,晉人 假 羽旄 於 鄭  鄭人 與 之,晉人假羽旄於鄭，鄭人與之,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
明日或旆以會,明日 ， 或 旆 以 會 。,明日  或 旆 以 會 ,明日，或旆以會。,明 日 或 旆 以 會,明 日 或 旆 以 會,明日或旆以會,0.7272727272727272,0.0,0.7272727272727272,1.0,0.0
晉於是乎失諸侯,晉 於是乎 失 諸侯 。,晉 於是乎 失 諸侯 ,晉於是乎失諸侯。,晉 於 是 乎 失 諸侯,晉 於 是 乎 失 諸侯,晉於是乎失諸侯,0.6,0.0,0.6,1.0,0.0
將會衛子行敬子言於靈公曰“會同難嘖有煩言莫之治也其使祝佗從”,將 會 ， 衛子行敬子 言 於 靈公 曰 ： “ 會 同 難 ， 嘖 有 煩言 ， 莫 之 治 也 。 其 使 祝佗 從 ！ ”,將 會  衛子行敬子 言 於 靈公 曰  “ 會 同 難  嘖 有 煩言  莫 之 治 也  其 使 祝佗 從  ”,將會，衛子行敬子言於靈公曰：“會同難，嘖有煩言，莫之治也。其使祝佗從！”,將 會 衛子行 ， 敬子 言 於靈 公 曰 ： “ 會 同 難 嘖 ， 有 煩言 ， 莫 之 治 也 ， 其 使 祝佗 從 。 ”,將 會 衛子行  敬子 言 於靈 公 曰  “ 會 同 難 嘖  有 煩言  莫 之 治 也  其 使 祝佗 從  ”,將會衛子行，敬子言於靈公曰：“會同難嘖，有煩言，莫之治也，其使祝佗從。”,0.851063829787234,0.3333333333333333,0.851063829787234,1.0,0.2836879432624113
公曰“善”,公 曰 ： “ 善 。 ”,公 曰  “ 善  ”,公曰：“善。”,公 曰 ： “ 善 。 ”,公 曰  “ 善  ”,公曰：“善。”,1.0,1.0,1.0,1.0,1.0
乃使子魚,乃 使 子魚 。,乃 使 子魚 ,乃使子魚。,乃 使 子魚,乃 使 子魚,乃使子魚,1.0,0.0,1.0,1.0,0.0
子魚辭曰“臣展四體以率舊職猶懼不給而煩刑書若又共二徼大罪也且夫祝社稷之常隸也社稷不動祝不出竟官之制也君以軍行祓社釁鼓祝奉以從於是乎出竟若嘉好之事君行師從卿行旅從臣無事焉”,子魚 辭 ， 曰 ： “ 臣 展 四體 ， 以 率 舊職 ， 猶 懼 不 給 而 煩 刑書 。 若 又 共 二 ， 徼 大 罪 也 。 且夫 祝 ， 社稷 之 常隸 也 。 社稷 不 動 ， 祝 不 出 竟 ， 官 之 制 也 。 君 以 軍 行 ， 祓社 釁鼓 ， 祝 奉 以 從 ， 於是乎 出 竟 。 若 嘉好 之 事 ， 君 行 師 從 ， 卿 行 旅 從 ， 臣 無事 焉 。 ”,子魚 辭  曰  “ 臣 展 四體  以 率 舊職  猶 懼 不 給 而 煩 刑書  若 又 共 二  徼 大 罪 也  且夫 祝  社稷 之 常隸 也  社稷 不 動  祝 不 出 竟  官 之 制 也  君 以 軍 行  祓社 釁鼓  祝 奉 以 從  於是乎 出 竟  若 嘉好 之 事  君 行 師 從  卿 行 旅 從  臣 無事 焉  ”,子魚辭，曰：“臣展四體，以率舊職，猶懼不給而煩刑書。若又共二，徼大罪也。且夫祝，社稷之常隸也。社稷不動，祝不出竟，官之制也。君以軍行，祓社釁鼓，祝奉以從，於是乎出竟。若嘉好之事，君行師從，卿行旅從，臣無事焉。”,子魚 辭 曰 ： “ 臣 展 四 體 以 率 舊職 ， 猶 懼 不 給 ， 而 煩 刑書 ， 若 又 共 二徼  ， 大 罪 也 。 且 夫 祝 ， 社稷 之 常隸 也 ， 社稷 不 動 ， 祝 不 出 竟 。 官 之 制 也 ， 君 以 軍 行 ， 祓 社 、 釁 鼓 ， 祝 奉 以 從 ， 於 是 乎 出 竟 ， 若 嘉好 之 事 ， 君 行 師 從 ， 卿 行 旅 從 ， 臣無事焉”,子魚 辭 曰  “ 臣 展 四 體 以 率 舊職  猶 懼 不 給  而 煩 刑書  若 又 共 二徼   大 罪 也  且 夫 祝  社稷 之 常隸 也  社稷 不 動  祝 不 出 竟  官 之 制 也  君 以 軍 行  祓 社  釁 鼓  祝 奉 以 從  於 是 乎 出 竟  若 嘉好 之 事  君 行 師 從  卿 行 旅 從  臣無事焉”,子魚辭曰：“臣展四體以率舊職，猶懼不給，而煩刑書，若又共二徼，大罪也。且夫祝，社稷之常隸也，社稷不動，祝不出竟。官之制也，君以軍行，祓社、釁鼓，祝奉以從，於是乎出竟，若嘉好之事，君行師從，卿行旅從，臣無事焉”,0.8333333333333333,0.5641025641025641,0.8333333333333333,1.0,0.47008547008547
