original,gt_full,pred_full,seg_f1,punc_f1,punc_and_seg_f1,fidelity,osc
子魚曰“以先王觀之則尚德也昔武王克商成王定之選建明德以蕃屏周故周公相王室以尹天下於周為睦分魯公以大路大旗夏後氏之璜封父之繁弱殷民六族條氏徐氏蕭氏索氏長勺氏尾勺氏使帥其宗氏輯其分族將其類醜以法則周公用即命于周是使之職事于魯以昭周公之明德分之土田陪敦祝宗卜史備物典策官司彝器因商奄之民命以伯禽而封於少皞之虛分康叔以大路少帛綪茷旃旌大呂殷民七族陶氏施氏繁氏锜氏樊氏饑氏終葵氏封畛土略自武父以南及圃田之北竟取於有閻之土以共王職取於相土之東都以會王之東搜聃季授土陶叔授民命以康誥而封於殷虛皆啟以商政疆以周索分唐叔以大路密須之鼓闕鞏沽洗懷姓九宗職官五正命以唐誥而封於夏虛啟以夏政疆以戎索三者皆叔也而有令德故昭之以分物不然文武成康之伯猶多而不獲是分也唯不尚年也管蔡啟商惎間王室王於是乎殺管叔而蔡蔡叔以車七乘徒七十人其子蔡仲改行帥德周公舉之以為己卿士見諸王而命之以蔡其命書云‘王曰胡無若爾考之違王命也’若之何其使蔡先衛也武王之母弟八人周公為大宰康叔為司寇聃季為司空五叔無官豈尚年哉曹文之昭也晉武之穆也曹為伯甸非尚年也今將尚之是反先王也晉文公為踐土之盟衛成公不在夷叔其母弟也猶先蔡其載書云‘王若曰晉重魯申衛武蔡甲午鄭捷齊潘宋王臣莒期’藏在周府可覆視也吾子欲復文武之略而不正其德將如之何”,子魚 曰 ： “ 以 先王 觀 之 ， 則 尚 德 也 。 昔 武王 克 商 ， 成王 定 之 ， 選 建 明德 ， 以 蕃屏 周 。 故 周公 相 王室 ， 以 尹 天下 ， 於 周 為 睦 。 分 魯公 以 大路 、 大旗 ， 夏後氏 之 璜 ， 封父 之 繁弱 ， 殷民 六族 ， 條氏 、 徐氏 、 蕭氏 、 索氏 、 長勺氏 、 尾勺氏 ， 使 帥 其 宗氏 ， 輯 其 分族 ， 將 其 類醜 ， 以 法則 周公 。 用 即命 于 周 。 是 使 之 職事 于 魯 ， 以 昭 周公 之 明德 。 分 之 土田 陪敦 、 祝 、 宗 、 卜 、 史 ， 備物 、 典策 ， 官司 、 彝器 ； 因 商奄 之 民 ， 命 以 伯禽 而 封 於 少皞 之 虛 。 分 康叔 以 大路 、 少帛 、 綪茷 、 旃旌 、 大呂 ， 殷民 七族 ， 陶氏 、 施氏 、 繁氏 、 锜氏 、 樊氏 、 饑氏 、 終葵氏 ； 封畛 土 略 ， 自 武父 以 南 及 圃田 之 北 竟 ， 取 於 有閻 之 土 以 共 王職 ； 取 於 相土 之 東都 以 會 王 之 東 搜 。 聃季 授 土 ， 陶叔 授 民 ， 命 以 《 康誥 》 而 封 於 殷 虛 。 皆 啟 以 商 政 ， 疆 以 周索 。 分 唐叔 以 大路 、 密須 之 鼓 、 闕鞏 、 沽洗 ， 懷 姓 九宗 ， 職官 五正 。 命 以 《 唐誥 》 而 封 於 夏虛 ， 啟 以 夏政 ， 疆 以 戎索 。 三 者 皆 叔 也 ， 而 有 令德 ， 故 昭 之 以 分物 。 不 然 ， 文 、 武 、 成 、 康 之 伯 猶 多 ， 而 不 獲 是 分 也 ， 唯 不 尚年 也 。 管 、 蔡 啟 商 ， 惎間 王室 ， 王 於是乎 殺 管叔 而 蔡 蔡叔 ， 以 車 七 乘 、 徒 七十 人 。 其 子 蔡仲 改行 帥 德 ， 周公 舉 之 ， 以 為 己 卿士 ， 見 諸 王 而 命 之 以 蔡 。 其 命書 云 ： ‘ 王 曰 ： 胡 ！ 無 若 爾 考 之 違 王命 也 ！ ’ 若之何 其 使 蔡 先 衛 也 ？ 武王 之 母弟 八 人 ， 周公 為 大宰 ， 康叔 為 司寇 ， 聃季 為 司空 ， 五 叔 無官 ， 豈 尚年 哉 ？ 曹 ， 文 之 昭 也 ； 晉 ， 武 之 穆 也 。 曹 為 伯甸 ， 非 尚年 也 。 今 將 尚 之 ， 是 反 先王 也 。 晉文公 為 踐土 之 盟 ， 衛成公 不 在 ， 夷叔 ， 其 母弟 也 ， 猶 先 蔡 。 其 載書 云 ： ‘ 王 若 曰 ： 晉重 、 魯申 、 衛武 、 蔡甲午 、 鄭捷 、 齊潘 、 宋王臣 、 莒期 。 ’ 藏 在 周府 ， 可 覆視 也 。 吾子 欲 復 文 、 武 之 略 ， 而 不 正 其 德 ， 將 如之何 ？ ”,子魚曰“以先王觀之則尚德也昔武王克商成王定之選建明德以蕃屏周故周公相王室以尹天下於周為睦分魯公以大路大旗夏後氏之璜封父之繁弱殷民六族條氏徐氏蕭氏索氏長勺氏尾勺氏使帥其宗氏輯其分族將其類醜以法則周公用即命于周是使之職事于魯以昭周公之明德分之土田陪敦祝宗卜史備物典策官司彝器因商奄之民命以伯禽而封於少皞之虛分康叔以大路少帛綪茷旃旌大呂殷民七族陶氏施氏繁氏锜氏樊氏饑氏終葵氏封畛土略自武父以南及圃田之北竟取於有閻之土以共王職取於相土之東都以會王之東搜聃季授土陶叔授民命以康誥而封於殷虛皆啟以商政疆以周索分唐叔以大路密須之鼓闕鞏沽洗懷姓九宗職官五正命以唐誥而封於夏虛啟以夏政疆以戎索三者皆叔也而有令德故昭之以分物不然文武成康之伯猶多而不獲是分也唯不尚年也管蔡啟商惎間王室王於是乎殺管叔而蔡蔡叔以車七乘徒七十人其子蔡仲改行帥德周公舉之以為己卿士見諸王而命之以蔡其命書云‘王曰胡無若爾考之違王命也’若之何其使蔡先衛也武王之母弟八人周公為大宰康叔為司寇聃季為司空五叔無官豈尚年哉曹文之昭也晉武之穆也曹為伯甸非尚年也今將尚之是反先王也晉文公為踐土之盟衛成公不在夷叔其母弟也猶先蔡其載書云‘王若曰晉重魯申衛武蔡甲午鄭捷齊潘宋王臣莒期’藏在周府可覆視也吾子欲復文武之略而不正其德將如之何”，，。， ，，。，，、。，，,0.0,0.0,0.0,1.0,0.0
萇弘說告劉子與范獻子謀之乃長衛侯於盟,萇弘 說 ， 告 劉子 ， 與 范獻子 謀 之 ， 乃 長 衛侯 於 盟 。,，。，。：- 萇弘：，，（），。- 說告劉子與范獻子謀之乃長衛侯於盟：，，。- ,0.13333333333333336,0.3333333333333333,0.0,1.0,0.04444444444444445
反自召陵鄭子大叔未至而卒,反 自 召陵 ， 鄭子大叔 未 至 而 卒 。,，：反自召陵鄭子大叔未至而卒。，。。，，，，，,0.0,0.6666666666666666,0.0,1.0,0.0
晉趙簡子為之臨甚哀曰“黃父之會夫子語我九言曰‘無始亂無怙富無恃寵無違同無敖禮無驕能無復怒無謀非德無犯非義’”,晉 趙簡子 為 之 臨 ， 甚 哀 ， 曰 ： “ 黃父 之 會 ， 夫子 語 我 九言 ， 曰 ： ‘ 無 始 亂 ， 無 怙富 ， 無 恃寵 ， 無 違同 ， 無 敖 禮 ， 無 驕能 ， 無 復 怒 ， 無 謀 非德 ， 無 犯 非義 。 ’ ”,晉 趙簡子 為 之 臨 甚哀  曰 “ 黃父 之 會 夫子 語 我 九言  曰 ‘ 無 始 亂 無 怙 富 無 恃寵  無 違 同 無 敖禮  無驕  能 無 復 怒 無 謀 非 德 無 犯 非 義 ’ ”,0.7499999999999999,0.0,0.7499999999999999,1.0,0.0
沈人不會于召陵晉人使蔡伐之,沈人 不 會 于 召陵 ， 晉人 使 蔡 伐 之 。,"，。，。：- ""沈人""，（），。- ""不會于召陵晉人使蔡伐之""，，""""，",0.16666666666666669,0.0,0.0,1.0,0.0
夏蔡滅沈,夏 ， 蔡 滅 沈 。,，：夏蔡滅沈。，。，，，。，,0.0,0.6666666666666666,0.0,1.0,0.0
秋楚為沈故圍蔡,秋 ， 楚 為 沈 故 ， 圍 蔡 。,秋 楚 為 沈 故 圍 蔡,1.0,0.0,1.0,1.0,0.0
伍員為吳行人以謀楚,伍員 為 吳 行人 以 謀 楚 。,伍員為吳行人以謀楚，。，。，，。，、，。,0.0,1.0,0.0,1.0,0.0
楚之殺郤宛也伯氏之族出,楚 之 殺 郤宛 也 ， 伯氏 之 族 出 。,，：楚之殺郤宛也伯氏之族出。，。，。，。。，,0.0,0.6666666666666666,0.0,1.0,0.0
伯州犁之孫嚭為吳大宰以謀楚,伯州犁 之 孫 嚭 為 吳 大宰 以 謀 楚 。,，。：伯州犁之孫嚭為吳大宰以謀楚。，。：，，，。,0.0,1.0,0.0,1.0,0.0
楚自昭王即位無歲不有吳師蔡侯因之以其子乾與其大夫之子為質於吳,楚 自 昭王 即位 ， 無歲 不 有 吳師 ， 蔡侯 因 之 ， 以 其 子 乾 與 其 大夫 之 子 為 質 於 吳 。,，。：楚自昭王即位，，，，。無歲不有吳師，，，（），     。蔡侯因之以其子乾與其大夫之子為質於吳,0.0,0.0,0.0,1.0,0.0
冬蔡侯吳子唐侯伐楚,冬 ， 蔡侯 、 吳子 、 唐侯 伐 楚 。,"：，""冬蔡侯吳子唐侯伐楚""。，、。，。- """"，，。-",0.0,0.4,0.0,1.0,0.0
舍舟于淮汭自豫章與楚夾漢,舍 舟 于 淮汭 ， 自 豫章 與 楚 夾 漢 。,，。，。：- 舍舟：，，，。- 于淮汭自豫章與楚夾漢：，，,0.0,0.0,0.0,1.0,0.0
左司馬戌謂子常曰“子沿漢而與之上下我悉方城外以毀其舟還塞大隧直轅冥厄子濟漢而伐之我自後擊之必大敗之”,左司馬戌 謂 子常 曰 ： “ 子 沿 漢 而 與 之 上下 ， 我 悉 方城 外 以 毀 其 舟 ， 還 塞 大隧 、 直轅 、 冥厄 。 子 濟 漢 而 伐 之 ， 我 自 後 擊 之 ， 必 大敗 之 。 ”,左司馬戌  謂 子常 曰 “ 子 沿 漢 而與    ，                  ，      之上下 ， 我悉方城外以毀其舟還塞     ，  大隧直轅冥厄子濟漢而伐  之我自後擊之必大敗之 ”,0.33333333333333337,0.16666666666666666,0.33333333333333337,1.0,0.05555555555555556
既謀而行,既 謀 而 行 。,既 謀 而 行,1.0,0.0,1.0,1.0,0.0
武城黑謂子常曰“吳用木也我用革也不可久也不如速戰”,武城黑 謂 子常 曰 ： “ 吳 用 木 也 ， 我 用 革 也 ， 不 可 久 也 ， 不如 速戰 。 ”,，。，武城黑謂子常曰，“吳，，。用木也我用革也不可久也不如速戰”，,0.0,0.0,0.0,1.0,0.0
史皇謂子常“楚人惡子而好司馬若司馬毀吳舟于淮塞城口而入是獨克吳也子必速戰不然不免”,史皇 謂 子常 ： “ 楚人 惡 子 而 好 司馬 。 若 司馬 毀 吳 舟 于 淮 ， 塞 城口 而 入 ， 是 獨 克 吳 也 。 子 必 速戰 ！ 不 然 ， 不 免 。 ”,史皇 謂 子常 “ 楚人 惡 子 而 好 司馬 若 司馬  毀 吳 舟于  淮 塞 城 口 而 入 是 獨 克 吳 也 子 必 速 戰 不 然 不 免 ”,0.8695652173913043,0.0,0.8695652173913043,1.0,0.0
乃濟漢而陳自小別至于大別,乃 濟 漢 而 陳 ， 自 小別 至 于 大別 。,，。，。：乃，。濟，漢（）。而，。，陳自小別至于大別,0.0,0.0,0.0,1.0,0.0
三戰子常知不可欲奔,三 戰 ， 子常 知 不 可 ， 欲 奔 。,三戰  子 常 知 不 可 欲 奔,0.625,0.0,0.625,1.0,0.0
史皇曰“安求其事難而逃之將何所入子必死之初罪必盡說”,史皇 曰 ： “ 安 ， 求 其 事 ； 難 而 逃 之 ， 將 何 所 入 ？ 子 必 死 之 ， 初 罪 必 盡 說 。 ”,史皇 曰 “ 安 求 其 事 難 而 逃 之 將 何 所 入 子 必 死 之 初 罪 必盡  說 ”,0.9387755102040817,0.0,0.9387755102040817,1.0,0.0
十一月庚午二師陳于柏舉,十一月庚午 ， 二師 陳 于 柏舉 。,"，。，。，，。，，""十一月庚午二師陳于柏舉""""""",0.0,0.0,0.0,1.0,0.0
闔廬之弟夫概王晨請於闔廬曰“楚瓦不仁其臣莫有死志先伐之其卒必奔而後大師繼之必克”,闔廬 之 弟 夫概王 晨 請 於 闔廬 曰 ： “ 楚瓦 不仁 ， 其 臣 莫 有 死志 。 先 伐 之 ， 其 卒 必 奔 ； 而後 大師 繼 之 ， 必 克 。 ”,闔廬  之  弟  夫  概  王  晨  請  於  闔廬  曰  “  楚  瓦  不  仁  其  臣  莫  有  死  志  先伐    之  其  卒  必  奔  而  後  大  師  繼  之  必克” ,0.606060606060606,0.0,0.606060606060606,1.0,0.0
弗許,弗 許 。,弗 許,1.0,0.0,1.0,1.0,0.0
夫概王曰“所謂‘臣義而行不待命’者其此之謂也今日我死楚可入也”,夫概王 曰 ： “ 所謂 ‘ 臣 義 而 行 ， 不 待命 ’ 者 ， 其 此 之 謂 也 。 今日 我 死 ， 楚 可 入 也 。 ”,，：夫概王曰“所謂‘臣義而行不待命’者其此之謂也今日我死楚可入也”。，。。，。，。：-  ，，。,0.0,0.0,0.0,1.0,0.0
以其屬五千先擊子常之卒,以 其 屬 五千 先 擊 子常 之 卒 。,以其 屬 五 千 先 擊 子 常 之 卒,0.5263157894736842,0.0,0.5263157894736842,1.0,0.0
子常之卒奔楚師亂吳師大敗之,子常 之 卒 奔 ， 楚師 亂 ， 吳師 大敗 之 。,子 常 之 卒  奔 楚 師  亂 吳 師  大 敗 之 ,0.4545454545454546,0.0,0.4545454545454546,1.0,0.0
子常奔鄭,子常 奔 鄭 。,，：子常奔鄭。，。，，，，,0.0,1.0,0.0,1.0,0.0
史皇以其乘廣死,史皇 以 其 乘廣 死 。,"：，""史皇以其乘廣死""。，。，：（）。，",0.0,1.0,0.0,1.0,0.0
吳從楚師及清發將擊之,吳 從 楚師 ， 及 清發 ， 將 擊 之 。,"：，""吳從楚師及清發將擊之""。，。。""""（），。""""",0.0,0.5,0.0,1.0,0.0
夫概王曰“困獸猶鬭況人乎若知不免而致死必敗我若使先濟者知免後者慕之蔑有鬭心矣半濟而後可擊也”,夫概王 曰 ： “ 困獸 猶 鬭 ， 況 人 乎 ？ 若 知 不 免 而 致 死 ， 必 敗 我 。 若 使 先 濟 者 知 免 ， 後者 慕 之 ， 蔑 有 鬭心 矣 。 半 濟 而後 可 擊 也 。 ”,夫 概 王 曰 “ 困獸 猶鬭況   人乎    若 知 不 免 而 致 死 必敗  我 若 使 先濟  者 知 免 後 者慕  之 蔑 有鬭  心 矣 半濟  而 後 可擊  也 ”,0.5526315789473685,0.0,0.5526315789473685,1.0,0.0
從之又敗之,從 之 ， 又 敗 之 。,從之 。 又敗  之 。,0.25,0.5,0.25,1.0,0.125
楚人為食吳人及之奔,楚人 為 食 ， 吳人 及 之 ， 奔 。,楚人為食吳人及之奔。,0.0,0.5,0.0,1.0,0.0
食而從之敗諸雍澨,食 而 從 之 ， 敗 諸 雍澨 。,食 而 從 之敗    諸  雍澨  。,0.7692307692307692,0.6666666666666666,0.7692307692307692,1.0,0.5128205128205128
五戰及郢,五 戰 ， 及 郢 。,，：五戰及郢。，。，。。，。，,0.0,0.6666666666666666,0.0,1.0,0.0
己卯楚子取其妹季羋畀我以出涉雎,己卯 ， 楚子 取 其 妹 季羋畀我 以 出 ， 涉 雎 。,，。，。：- 己卯：，（、），。- 楚子取：，其妹季羋畀我以出涉雎，,0.16666666666666669,0.0,0.0,1.0,0.0
鍼尹固與王同舟王使執燧象以奔吳師,鍼尹固 與 王 同 舟 ， 王 使 執 燧象 以 奔 吳師 。,"，。，。：- ""鍼尹固""，（），。- ""與王同舟""，""""""王使執燧象以奔吳師""，""",0.14285714285714285,0.4,0.0,1.0,0.05714285714285714
庚辰吳入郢以班處宮,庚辰 ， 吳 入 郢 ， 以 班 處 宮 。,"：，""庚辰吳入郢以班處宮""。，、。。""""（），",0.0,0.5,0.0,1.0,0.0
子山處令尹之宮夫概王欲攻之懼而去之夫概王入之,子山 處 令尹 之 宮 ， 夫概王 欲 攻 之 ， 懼 而 去 之 ， 夫概王 入 之 。,子 山 處  令尹  之  宮  夫  概  王  欲  攻  之  懼  而  去  之  夫  概  王  入  之 ,0.7027027027027026,0.0,0.7027027027027026,1.0,0.0
左司馬戌及息而還敗吳師于雍澨傷,左司馬戌 及 息 而 還 ， 敗 吳師 于 雍澨 ， 傷 。,左司 馬 戌 及 息 而 還 敗 吳 師 于 雍 澨 傷,0.5833333333333334,0.0,0.5833333333333334,1.0,0.0
初司馬臣闔廬故恥為禽焉謂其臣曰“誰能免吾首”,初 ， 司馬 臣 闔廬 ， 故 恥 為 禽 焉 ， 謂 其 臣 曰 ： “ 誰 能 免 吾 首 ？ ”,初 司馬 臣 闔廬 故 恥 為 禽 焉謂   其 臣 曰 “ 誰 能 免 吾 首 ” ,0.9230769230769231,0.0,0.9230769230769231,1.0,0.0
吳句卑曰“臣賤可乎”,吳句卑 曰 ： “ 臣 賤 ， 可 乎 ？ ”,"：，""吳句卑曰“臣賤可乎”""。，、。，。- """"，（），",0.0,0.0,0.0,1.0,0.0
司馬曰“我實失子可哉”,司馬 曰 ： “ 我 實 失 子 ， 可 哉 ！ ”,，。，司馬曰，（），。“我實失子可哉”，？。。，,0.0,0.0,0.0,1.0,0.0
三戰皆傷曰“吾不可用也已”,三 戰 皆 傷 ， 曰 ： “ 吾 不 可 用 也已 。 ”,，：三戰皆傷曰“吾不可用也已”。，。。，。，。？,0.0,0.0,0.0,1.0,0.0
句卑布裳剄而裹之藏其身而以其首免,句卑 布 裳 ， 剄 而 裹 之 ， 藏 其 身 ， 而 以 其 首 免 。,，。，。：- 句卑（），。- 布裳，剄，，。- 而裹之藏其身而以其首免,0.1111111111111111,0.28571428571428575,0.0,1.0,0.03174603174603175
楚子涉雎濟江入于云中,楚子 涉 雎 ， 濟 江 ， 入 于 云中 。,"：，""楚子涉雎濟江入于云中""。，。。""""（），。""""",0.0,0.5,0.0,1.0,0.0
王寢盜攻之以戈擊王王孫由于以背受之中肩,王 寢 ， 盜 攻 之 ， 以 戈 擊 王 ， 王孫由于 以 背 受 之 ， 中 肩 。,，：王寢盜攻之以戈擊王王孫由于以背受之中肩。，。，。：，，，，,0.0,0.33333333333333337,0.0,1.0,0.0
王奔鄖,王 奔 鄖 。,王 奔鄖  ,0.4,0.0,0.4,1.0,0.0
鍾建負季羋以從,鍾建 負 季羋 以 從 。,"，。""鍾建負季羋以從""，。：- """"：，。- """"：，",0.0,1.0,0.0,1.0,0.0
由于徐蘇而從,由于 徐 蘇 而 從 。,由于 徐 蘇 而 從,1.0,0.0,1.0,1.0,0.0
鄖公辛之弟懷將弒王曰“平王殺吾父我殺其子不亦可乎”,鄖公辛 之 弟 懷 將 弒 王 ， 曰 ： “ 平王 殺 吾 父 ， 我 殺 其 子 ， 不亦 可 乎 ？ ”,，。，（鄖公辛之弟懷將弒王曰）。：“平王殺吾父我殺其子不亦可乎”。，。，：，。：- ,0.0,0.0,0.0,1.0,0.0
辛曰“君討臣誰敢讎之君命天也若死天命將誰讎詩曰‘柔亦不茹剛亦不吐不侮矜寡不畏強禦’唯仁者能之違強陵弱非勇也乘人之約非仁也滅宗廢祀非孝也動無令名非知也必犯是餘將殺女”,辛 曰 ： “ 君 討 臣 ， 誰 敢 讎 之 ？ 君命 ， 天 也 。 若 死 天命 ， 將 誰 讎 ？ 《 詩 》 曰 ： ‘ 柔 亦 不 茹 ， 剛 亦 不 吐 。 不 侮 矜寡 ， 不 畏 強禦 ’ ， 唯 仁者 能 之 。 違 強 陵 弱 ， 非 勇 也 ； 乘 人 之 約 ， 非 仁 也 ； 滅 宗 廢 祀 ， 非 孝 也 ； 動 無 令名 ， 非 知 也 。 必 犯 是 ， 餘 將 殺 女 。 ”,辛 曰 “ 君 討 臣 誰 敢 讎 之 君 命 天 也 若 死 天 命 將 誰 讎 詩 曰 ‘ 柔 亦 不 茹剛  亦 不 吐 不 侮 矜 寡 不 畏 強 禦 ’ 唯 仁 者 能 之 違 強 陵 弱 非 勇 也 乘 人 之 約 非 仁 也滅  宗廢  祀 非 孝 也 動 無 令 名 非 知 也 必 犯 是 餘 將 殺 女 ”,0.8258064516129032,0.0,0.8258064516129032,1.0,0.0
斗辛與其弟巢以王奔隨,斗辛 與 其 弟 巢 以 王 奔 隨 。,"：，""斗辛與其弟巢以王奔隨""。，。。""""（），。",0.0,1.0,0.0,1.0,0.0
吳人從之謂隨人曰“周之子孫在漢川者楚實盡之天誘其衷致罰於楚而君又竄之周室何罪君若顧報周室施及寡人以獎天衷君之惠也漢陽之田君實有之”,吳人 從 之 ， 謂 隨人 曰 ： “ 周 之 子孫 在 漢川 者 ， 楚 實 盡 之 。 天 誘 其 衷 ， 致罰 於 楚 ， 而 君 又 竄 之 ， 周室 何 罪 ？ 君 若 顧報 周室 ， 施 及 寡人 ， 以 獎 天衷 ， 君 之 惠 也 。 漢陽 之 田 ， 君 實 有 之 。 ”,吳人  從  之  謂  隨人  曰  “  周  之  子孫  在  漢川  者  楚  實盡    之  天  誘  其衷    致罰    於  楚  而  君  又  竄  之  周室  何  罪  君  若  顧報    周室  施  及  寡人  以獎    天衷    君  之惠也漢陽之田君實有之” ,0.7789473684210526,0.0,0.7789473684210526,1.0,0.0
楚子在公宮之北吳人在其南,楚子 在 公宮 之 北 ， 吳人 在 其 南 。,"：，""楚子在公宮之北吳人在其南""。，。：（）。，。，",0.0,0.6666666666666666,0.0,1.0,0.0
子期似王逃王而己為王曰“以我與之王必免”,子期 似 王 ， 逃 王 ， 而 己 為 王 ， 曰 ： “ 以 我 與 之 ， 王 必 免 。 ”,子 期  似  王  逃  王  而  己  為  王  曰  “  以  我  與  之  王  必  免  ”  。,0.9230769230769231,0.0,0.9230769230769231,1.0,0.0
隨人卜與之不吉乃辭吳曰“以隨之辟小而密邇於楚楚實存之世有盟誓至于今未改若難而棄之何以事君執事之患不唯一人若鳩楚竟敢不聽命”,隨人 卜 與 之 ， 不 吉 ， 乃 辭 吳 曰 ： “ 以 隨 之 辟小 ， 而 密邇 於 楚 ， 楚 實 存 之 。 世 有 盟誓 ， 至 于 今 未 改 。 若 難 而 棄 之 ， 何 以 事 君 ？ 執事 之 患 不 唯 一 人 ， 若 鳩 楚 竟 ， 敢 不 聽命 ？ ”,隨人 卜 與 之 不 吉 乃 辭 吳 曰 “ 以 隨 之 辟 小 而 密邇  於 楚 楚 實 存 之 世 有 盟 誓 至 于 今 未 改 若 難 而棄  之 何 以 事 君執 事 之 患 不 唯 一 人 若鳩  楚 竟 敢 不聽  命 ”,0.8181818181818182,0.0,0.8181818181818182,1.0,0.0
吳人乃退,吳人 乃 退 。,，：吳人乃退。，。。，。，。,0.0,1.0,0.0,1.0,0.0
鑪金初宦於子期氏實與隨人要言,鑪金 初 宦 於 子期氏 ， 實 與 隨人 要言 。,，。，。：- 鑪金：，。，，。- 初宦於子期氏實與隨人要言：,0.1818181818181818,0.0,0.0,1.0,0.0
王使見辭曰“不敢以約為利”,王 使 見 ， 辭 ， 曰 ： “ 不 敢 以 約 為 利 。 ”,，：王使見辭曰“不敢以約為利”。，。。，。，。：- ,0.0,0.0,0.0,1.0,0.0
王割子期之心以與隨人盟,王 割 子期 之 心 以 與 隨人 盟 。,，。，。：王割子期之心，（）。以與隨人盟。，：，,0.0,0.6666666666666666,0.0,1.0,0.0
初伍員與申包胥友,初 ， 伍員 與 申包胥 友 。,初 伍員 與 申包胥 友 。,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
其亡也謂申包胥曰“我必復楚國”,其 亡 也 ， 謂 申包胥 曰 ： “ 我 必 復 楚國 。 ”,其 亡 也 謂 申包胥 曰 “ 我 必 復 楚 國 ”,0.8799999999999999,0.0,0.8799999999999999,1.0,0.0
申包胥曰“勉之子能復之我必能興之”,申包胥 曰 ： “ 勉 之 ！ 子 能 復 之 ， 我 必 能 興 之 。 ”,申包胥 曰 “ 勉之 子 能復  之 我 必 能興  之 ”,0.6666666666666665,0.0,0.6666666666666665,1.0,0.0
及昭王在隨申包胥如秦乞師曰“吳為封豕長蛇以薦食上國虐始於楚”,及 昭王 在 隨 ， 申包胥 如 秦 乞師 ， 曰 ： “ 吳 為 封豕 、 長蛇 ， 以 薦食 上國 ， 虐 始 於 楚 。 ”,及 昭王 在 隨  申包胥 如 秦乞   師 曰 “  吳 為 封豕 長蛇  以 薦食 上 國虐   始 於 楚  ” ,0.8181818181818182,0.0,0.8181818181818182,1.0,0.0
